time,value
2024-07-15T14:16:58.326267075Z,{"lat":10.843247583473973,"lon":106.77076502359957}
2024-07-15T14:16:59.370219622Z,{"lat":10.843372562797088,"lon":106.7708263669576}
2024-07-15T14:17:00.361798836Z,{"lat":10.843435560233907,"lon":106.77085949033813}
2024-07-15T14:17:01.381935805Z,{"lat":10.84349895454198,"lon":106.77089490915824}
2024-07-15T14:17:02.392272163Z,{"lat":10.84356359143202,"lon":106.77092910285792}
2024-07-15T14:17:03.403910004Z,{"lat":10.843629180426836,"lon":106.77096701467772}
2024-07-15T14:17:04.428327611Z,{"lat":10.843700908219866,"lon":106.77100492195736}
2024-07-15T14:17:05.432546221Z,{"lat":10.843769577674975,"lon":106.77104735415514}
2024-07-15T14:17:06.449386328Z,{"lat":10.843843794779055,"lon":106.77109196915214}
2024-07-15T14:17:07.471897991Z,{"lat":10.843923595734179,"lon":106.77114146838524}
2024-07-15T14:17:08.479097056Z,{"lat":10.844010860903122,"lon":106.77118433906826}
2024-07-15T14:17:09.509805357Z,{"lat":10.84409837220846,"lon":106.771229689906}
2024-07-15T14:17:10.58771239Z,{"lat":10.84419419661234,"lon":106.77127822995334}
2024-07-15T14:17:11.522357554Z,{"lat":10.844293551107837,"lon":106.77133243390068}
2024-07-15T14:17:12.540406237Z,{"lat":10.844395233895964,"lon":106.77139101626317}
2024-07-15T14:17:13.554083657Z,{"lat":10.844501837779635,"lon":106.77145206785441}
2024-07-15T14:17:14.570571107Z,{"lat":10.84461757564449,"lon":106.7715138600507}
2024-07-15T14:17:15.610501836Z,{"lat":10.84473428622956,"lon":106.77158030364787}
2024-07-15T14:17:16.574009406Z,{"lat":10.84485251859545,"lon":106.7716449780316}
2024-07-15T14:17:18.035652823Z,{"lat":10.844959422003555,"lon":106.7717006550604}
2024-07-15T14:17:19.335457905Z,{"lat":10.845054310599233,"lon":106.77175558584885}
2024-07-15T14:17:19.639256718Z,{"lat":10.845141804956047,"lon":106.77180184719334}
2024-07-15T14:17:20.814196835Z,{"lat":10.845217565843015,"lon":106.77185040036849}
2024-07-15T14:17:21.679763562Z,{"lat":10.845289148869988,"lon":106.7718893954409}
2024-07-15T14:17:22.690593869Z,{"lat":10.845356679621391,"lon":106.77193079032462}
2024-07-15T14:17:23.691830588Z,{"lat":10.845418610632548,"lon":106.77197170483747}
2024-07-15T14:17:24.709515724Z,{"lat":10.845481094736222,"lon":106.77200893736824}
2024-07-15T14:17:25.713356271Z,{"lat":10.845546893248976,"lon":106.77204392417171}
2024-07-15T14:17:26.743302113Z,{"lat":10.845613458797308,"lon":106.77207837957769}
2024-07-15T14:17:27.764749561Z,{"lat":10.84567494833023,"lon":106.77211643320199}
2024-07-15T14:17:28.763492141Z,{"lat":10.845737244314305,"lon":106.77215698772049}
2024-07-15T14:17:29.805734545Z,{"lat":10.845796694322253,"lon":106.77219793929329}
2024-07-15T14:17:30.798334443Z,{"lat":10.845855604709934,"lon":106.77223687682792}
2024-07-15T14:17:31.829924009Z,{"lat":10.845915273557418,"lon":106.77227112686778}
2024-07-15T14:17:32.858598458Z,{"lat":10.845974389654623,"lon":106.77230514536387}
2024-07-15T14:17:33.861749182Z,{"lat":10.846031898157351,"lon":106.77233362664771}
2024-07-15T14:17:34.90240643Z,{"lat":10.846092881501304,"lon":106.77236634461556}
2024-07-15T14:17:35.892100014Z,{"lat":10.846147860059368,"lon":106.77239914788024}
2024-07-15T14:17:36.90164318Z,{"lat":10.846207385724478,"lon":106.77243489495005}
2024-07-15T14:17:37.92958452Z,{"lat":10.846267747162438,"lon":106.77246839663992}
2024-07-15T14:17:38.949208691Z,{"lat":10.846327996090746,"lon":106.7725041531562}
2024-07-15T14:17:39.973666366Z,{"lat":10.846384212391367,"lon":106.77253893486927}
2024-07-15T14:17:40.985485619Z,{"lat":10.846443448656432,"lon":106.77257446291966}
2024-07-15T14:17:41.996692708Z,{"lat":10.846504438046873,"lon":106.77261290075984}
2024-07-15T14:17:42.998733247Z,{"lat":10.846565415251362,"lon":106.7726478154114}
2024-07-15T14:17:44.033404354Z,{"lat":10.846623626754146,"lon":106.77268630787077}
2024-07-15T14:17:45.063832081Z,{"lat":10.84668421104939,"lon":106.77272476603049}
2024-07-15T14:17:46.057819997Z,{"lat":10.846742374135204,"lon":106.77276106345539}
2024-07-15T14:17:47.068221388Z,{"lat":10.846800549654397,"lon":106.77279805255768}
2024-07-15T14:17:48.089133833Z,{"lat":10.846860545451289,"lon":106.77283537440735}
2024-07-15T14:17:49.149624528Z,{"lat":10.846924034672305,"lon":106.77287251029759}
2024-07-15T14:17:50.119370851Z,{"lat":10.846986728351068,"lon":106.77291332667309}
2024-07-15T14:17:51.140549924Z,{"lat":10.847053883258255,"lon":106.77295558206966}
2024-07-15T14:17:52.150644202Z,{"lat":10.847129672112109,"lon":106.77298254109438}
2024-07-15T14:17:53.169826044Z,{"lat":10.847199118886175,"lon":106.77302527706782}
2024-07-15T14:17:54.18915598Z,{"lat":10.847270903007002,"lon":106.7730694254612}
2024-07-15T14:17:55.207429324Z,{"lat":10.847341225970368,"lon":106.77311267521995}
2024-07-15T14:17:56.231092603Z,{"lat":10.847412035353818,"lon":106.77315622413502}
2024-07-15T14:17:57.240647424Z,{"lat":10.847482193707394,"lon":106.77319937265764}
2024-07-15T14:17:58.251657136Z,{"lat":10.847549976299932,"lon":106.7732410600492}
2024-07-15T14:17:59.363173715Z,{"lat":10.847615593516798,"lon":106.77328141580838}
2024-07-15T14:18:00.65992074Z,{"lat":10.847679969935418,"lon":106.7733210083424}
2024-07-15T14:18:01.363220199Z,{"lat":10.847737169143185,"lon":106.77335618678812}
2024-07-15T14:18:02.335898739Z,{"lat":10.847794699679534,"lon":106.77339156905968}
2024-07-15T14:18:03.339384645Z,{"lat":10.847851186443101,"lon":106.77343387220317}
2024-07-15T14:18:04.359599126Z,{"lat":10.847952812497704,"lon":106.77352186125655}
2024-07-15T14:18:05.373289568Z,{"lat":10.848006936133979,"lon":106.77355652689204}
2024-07-15T14:18:06.36311162Z,{"lat":10.848062601045333,"lon":106.77359598557531}
2024-07-15T14:18:08.593487547Z,{"lat":10.84811621518965,"lon":106.77363257279288}
2024-07-15T14:18:08.913028618Z,{"lat":10.848166989768114,"lon":106.77367056424488}
2024-07-15T14:18:09.435327349Z,{"lat":10.84821622446138,"lon":106.77370580434035}
2024-07-15T14:18:10.444407455Z,{"lat":10.848262765416631,"lon":106.7737455751666}
2024-07-15T14:18:11.466212382Z,{"lat":10.848310821485168,"lon":106.77378231906427}
2024-07-15T14:18:12.484283833Z,{"lat":10.848357459212687,"lon":106.77381938538753}
2024-07-15T14:18:13.507942206Z,{"lat":10.848402031540642,"lon":106.77385621617694}
2024-07-15T14:18:14.513240024Z,{"lat":10.84844337937722,"lon":106.77389152865548}
2024-07-15T14:18:15.534230165Z,{"lat":10.84847897138154,"lon":106.77391998783314}
2024-07-15T14:18:16.544016815Z,{"lat":10.848512092971596,"lon":106.77394164708285}
2024-07-15T14:18:17.563971763Z,{"lat":10.848539936474163,"lon":106.77396614177908}
2024-07-15T14:18:18.57298325Z,{"lat":10.848566338675969,"lon":106.77398913480022}
2024-07-15T14:18:19.603506635Z,{"lat":10.848589350710016,"lon":106.7740113113763}
2024-07-15T14:18:20.613059689Z,{"lat":10.848612160501165,"lon":106.7740293752772}
2024-07-15T14:18:21.633699196Z,{"lat":10.848632978761545,"lon":106.77404619183832}
2024-07-15T14:18:22.645217167Z,{"lat":10.84864864237207,"lon":106.77405887288724}
2024-07-15T14:18:23.664516155Z,{"lat":10.848664186101065,"lon":106.77407190806528}
2024-07-15T14:18:24.722220402Z,{"lat":10.848674525413385,"lon":106.77408009598354}
2024-07-15T14:18:25.693229711Z,{"lat":10.848684383971912,"lon":106.77408886592292}
2024-07-15T14:18:26.71737434Z,{"lat":10.848688115187475,"lon":106.77409061017303}
2024-07-15T14:18:27.734166561Z,{"lat":10.848695039068124,"lon":106.77409325877551}
2024-07-15T14:18:28.743424738Z,{"lat":10.848694698739383,"lon":106.77409567832674}
2024-07-15T14:18:29.773697564Z,{"lat":10.84869280052373,"lon":106.7740969877514}
2024-07-15T14:18:30.763497976Z,{"lat":10.848693810268523,"lon":106.77409709057034}
2024-07-15T14:18:31.803527078Z,{"lat":10.848692867437888,"lon":106.77409757193435}
2024-07-15T14:18:32.814265939Z,{"lat":10.848692867437888,"lon":106.77409757193435}
2024-07-15T14:18:33.834348068Z,{"lat":10.848692867437888,"lon":106.77409757193435}
2024-07-15T14:18:34.844320492Z,{"lat":10.848692867437888,"lon":106.77409757193435}
2024-07-15T14:18:35.84484167Z,{"lat":10.848694243934998,"lon":106.77409505372626}
2024-07-15T14:18:36.884077462Z,{"lat":10.848698091331096,"lon":106.77409890103993}
2024-07-15T14:18:37.873517798Z,{"lat":10.848707196059314,"lon":106.77410430775973}
2024-07-15T14:18:38.902411222Z,{"lat":10.848717051442007,"lon":106.77411029771675}
2024-07-15T14:18:39.922282195Z,{"lat":10.848730587740237,"lon":106.77412088556335}
2024-07-15T14:18:40.93226345Z,{"lat":10.84874597446483,"lon":106.77413715482575}
2024-07-15T14:18:42.002266224Z,{"lat":10.848754391175309,"lon":106.77414392011258}
2024-07-15T14:18:42.972370894Z,{"lat":10.848765189709022,"lon":106.77414927226164}
2024-07-15T14:18:43.982430459Z,{"lat":10.848778981671831,"lon":106.77416077116115}
2024-07-15T14:18:45.002163099Z,{"lat":10.848794149587949,"lon":106.7741688798333}
2024-07-15T14:18:46.030097781Z,{"lat":10.848811577221868,"lon":106.77417449680111}
2024-07-15T14:18:47.042633201Z,{"lat":10.848817602345584,"lon":106.77419430645037}
2024-07-15T14:18:48.07524672Z,{"lat":10.848830026512736,"lon":106.77420540953642}
2024-07-15T14:18:49.072167905Z,{"lat":10.848843257944864,"lon":106.77421723403297}
2024-07-15T14:18:50.08206933Z,{"lat":10.848861199365334,"lon":106.77422042543458}
2024-07-15T14:18:51.096580804Z,{"lat":10.84887340597182,"lon":106.77422669439774}
2024-07-15T14:18:52.113377839Z,{"lat":10.849067935972942,"lon":106.77419769880564}
2024-07-15T14:18:53.140569536Z,{"lat":10.84909493780633,"lon":106.77416065066647}
2024-07-15T14:18:54.190382095Z,{"lat":10.849120943115446,"lon":106.7741283472196}
2024-07-15T14:18:55.172295769Z,{"lat":10.849143680186504,"lon":106.77408969355491}
2024-07-15T14:18:56.176470138Z,{"lat":10.849168447972204,"lon":106.77405606892286}
2024-07-15T14:18:57.206113668Z,{"lat":10.849197564450272,"lon":106.77401642734664}
2024-07-15T14:18:58.216237802Z,{"lat":10.849226084100332,"lon":106.77397733694112}
2024-07-15T14:18:59.276601979Z,{"lat":10.849250174760057,"lon":106.77394431710738}
2024-07-15T14:19:00.247040669Z,{"lat":10.849261026090833,"lon":106.77390103351833}
2024-07-15T14:19:01.266595865Z,{"lat":10.849286727784563,"lon":106.77387503590634}
2024-07-15T14:19:02.297285346Z,{"lat":10.849310054262016,"lon":106.77385120747847}
2024-07-15T14:19:03.301207949Z,{"lat":10.849336443261718,"lon":106.7738239089346}
2024-07-15T14:19:04.321589941Z,{"lat":10.849362520799438,"lon":106.77379883476296}
2024-07-15T14:19:05.339127992Z,{"lat":10.849387835076174,"lon":106.77377010625676}
2024-07-15T14:19:06.332689097Z,{"lat":10.84944002580698,"lon":106.77371717852098}
2024-07-15T14:19:07.359067062Z,{"lat":10.849466011043317,"lon":106.77369276305798}
2024-07-15T14:19:08.389492748Z,{"lat":10.849472636212592,"lon":106.77366236692008}
2024-07-15T14:19:09.400859651Z,{"lat":10.84948655131117,"lon":106.77364007970901}
2024-07-15T14:19:10.485761882Z,{"lat":10.849500136182924,"lon":106.7736183213993}
2024-07-15T14:19:11.449295855Z,{"lat":10.8495118430558,"lon":106.77359957100553}
2024-07-15T14:19:12.459452836Z,{"lat":10.849521077003436,"lon":106.77358478138365}
2024-07-15T14:19:13.469749763Z,{"lat":10.849523985071539,"lon":106.7735801236633}
2024-07-15T14:19:14.487437271Z,{"lat":10.849526752597768,"lon":106.77357569103795}
2024-07-15T14:19:15.499582336Z,{"lat":10.849527700048977,"lon":106.77357417355591}
2024-07-15T14:19:16.912430722Z,{"lat":10.849527921064103,"lon":106.77357381954653}
2024-07-15T14:19:17.539106978Z,{"lat":10.849528402935478,"lon":106.77357304777028}
2024-07-15T14:19:18.549740938Z,{"lat":10.84952816070188,"lon":106.77357343573944}
2024-07-15T14:19:19.571501296Z,{"lat":10.849529920963473,"lon":106.77357061640343}
2024-07-15T14:19:20.580862916Z,{"lat":10.849534113254437,"lon":106.77356390180151}
2024-07-15T14:19:21.603263205Z,{"lat":10.849546354837228,"lon":106.7735442951122}
2024-07-15T14:19:22.609390701Z,{"lat":10.84954663928295,"lon":106.77353342747894}
2024-07-15T14:19:23.645268235Z,{"lat":10.849553984674394,"lon":106.7735150696394}
2024-07-15T14:19:24.639530853Z,{"lat":10.849571303060975,"lon":106.77350168640224}
2024-07-15T14:19:25.668868784Z,{"lat":10.849723122130204,"lon":106.77352621838706}
2024-07-15T14:19:26.68372495Z,{"lat":10.849741693924834,"lon":106.77356356954078}
2024-07-15T14:19:27.699404804Z,{"lat":10.849781099230002,"lon":106.77359282438533}
2024-07-15T14:19:28.729105687Z,{"lat":10.849827030877453,"lon":106.77362287551952}
2024-07-15T14:19:29.729630989Z,{"lat":10.849874173133676,"lon":106.77366311190745}
2024-07-15T14:19:30.749331161Z,{"lat":10.849923404262068,"lon":106.77369658825927}
2024-07-15T14:19:31.769410063Z,{"lat":10.849972667539651,"lon":106.77372636011381}
2024-07-15T14:19:32.793220361Z,{"lat":10.850023940831166,"lon":106.77375745799476}
2024-07-15T14:19:33.847538581Z,{"lat":10.850071736794977,"lon":106.77379321289776}
2024-07-15T14:19:34.814610102Z,{"lat":10.85012473079672,"lon":106.77383026066282}
2024-07-15T14:19:35.829632631Z,{"lat":10.85017442852626,"lon":106.77386329375094}
2024-07-15T14:19:36.848634242Z,{"lat":10.850232109651717,"lon":106.77389992698272}
2024-07-15T14:19:37.854133452Z,{"lat":10.850291382844528,"lon":106.77393469742765}
2024-07-15T14:19:38.880470797Z,{"lat":10.850354784369115,"lon":106.7739524659874}
2024-07-15T14:19:39.893368505Z,{"lat":10.850421449430074,"lon":106.7739737336766}
2024-07-15T14:19:40.910970309Z,{"lat":10.850493866089705,"lon":106.77400343799684}
2024-07-15T14:19:41.929603312Z,{"lat":10.850567778563772,"lon":106.77403437892634}
2024-07-15T14:19:42.949206663Z,{"lat":10.850643554714262,"lon":106.77406819427466}
2024-07-15T14:19:43.969478775Z,{"lat":10.850719909351108,"lon":106.77410233889758}
2024-07-15T14:19:44.98772466Z,{"lat":10.850796773047648,"lon":106.77413701062909}
2024-07-15T14:19:46.00324773Z,{"lat":10.850875189383435,"lon":106.77417269100357}
2024-07-15T14:19:47.019143116Z,{"lat":10.850957052590784,"lon":106.77420632119752}
2024-07-15T14:19:48.032442044Z,{"lat":10.851039675542388,"lon":106.77423654853678}
2024-07-15T14:19:49.043537428Z,{"lat":10.851121773306302,"lon":106.77426421257128}
2024-07-15T14:19:50.062420955Z,{"lat":10.851202397404746,"lon":106.7742884908108}
2024-07-15T14:19:51.090717123Z,{"lat":10.851283245158072,"lon":106.77430785764679}
2024-07-15T14:19:52.093932316Z,{"lat":10.85136290743185,"lon":106.77432135334202}
2024-07-15T14:19:53.134272702Z,{"lat":10.851437080758796,"lon":106.77435325579714}
2024-07-15T14:19:54.511057924Z,{"lat":10.85151536696428,"lon":106.77436957488455}
2024-07-15T14:19:55.145603149Z,{"lat":10.851602412979009,"lon":106.77436660733379}
2024-07-15T14:19:56.183527764Z,{"lat":10.85168520755979,"lon":106.7743638126822}
2024-07-15T14:19:57.185726216Z,{"lat":10.851764297791458,"lon":106.77436114306698}
2024-07-15T14:19:58.213646887Z,{"lat":10.85185145761156,"lon":106.7743169286269}
2024-07-15T14:19:59.215777972Z,{"lat":10.851917138073235,"lon":106.77426823793289}
2024-07-15T14:20:00.226067985Z,{"lat":10.851992485601377,"lon":106.77423458894103}
2024-07-15T14:20:01.246315072Z,{"lat":10.852068357933257,"lon":106.77419702925995}
2024-07-15T14:20:02.273849177Z,{"lat":10.85214429992748,"lon":106.77415690337583}
2024-07-15T14:20:03.291814179Z,{"lat":10.852222571488268,"lon":106.77411546653711}
2024-07-15T14:20:04.295874382Z,{"lat":10.852305634066507,"lon":106.77407037536808}
2024-07-15T14:20:05.326020029Z,{"lat":10.852391947204705,"lon":106.77401943313623}
2024-07-15T14:20:06.344954656Z,{"lat":10.852481515671691,"lon":106.77396927125406}
2024-07-15T14:20:07.357752949Z,{"lat":10.852672919958867,"lon":106.77384967655807}
2024-07-15T14:20:08.373923707Z,{"lat":10.852774163722783,"lon":106.7737868876158}
2024-07-15T14:20:09.417024671Z,{"lat":10.8528771487932,"lon":106.7737226706954}
2024-07-15T14:20:10.404135352Z,{"lat":10.85298156281082,"lon":106.77365698503897}
2024-07-15T14:20:11.419875648Z,{"lat":10.85308922787366,"lon":106.77359331008505}
2024-07-15T14:20:12.43192908Z,{"lat":10.853192261511776,"lon":106.77352760912606}
2024-07-15T14:20:13.739702883Z,{"lat":10.853295602582284,"lon":106.7734651377837}
2024-07-15T14:20:14.540946241Z,{"lat":10.853398166956532,"lon":106.7734020757134}
2024-07-15T14:20:15.500332661Z,{"lat":10.853497845359273,"lon":106.77333897119138}
2024-07-15T14:20:16.491712246Z,{"lat":10.853599314220856,"lon":106.77327908150443}
2024-07-15T14:20:17.540097221Z,{"lat":10.853695897217587,"lon":106.77322229776763}
2024-07-15T14:20:18.532944308Z,{"lat":10.853783232736038,"lon":106.77317042306184}
2024-07-15T14:20:19.551863146Z,{"lat":10.853865015227166,"lon":106.77312314249929}
2024-07-15T14:20:20.571723313Z,{"lat":10.853942467487379,"lon":106.77308417912472}
2024-07-15T14:20:21.591637415Z,{"lat":10.854018390400203,"lon":106.77304916172724}
2024-07-15T14:20:22.591739458Z,{"lat":10.854086736469258,"lon":106.77302046058766}
2024-07-15T14:20:23.630265687Z,{"lat":10.854144965427754,"lon":106.77299923193502}
2024-07-15T14:20:24.63596097Z,{"lat":10.854193793581256,"lon":106.77298585748018}
2024-07-15T14:20:25.645765864Z,{"lat":10.85423103489653,"lon":106.77297952012073}
2024-07-15T14:20:26.66008731Z,{"lat":10.85425868568385,"lon":106.77297409100932}
2024-07-15T14:20:27.686244138Z,{"lat":10.854280447041424,"lon":106.77296634259136}
2024-07-15T14:20:28.713353661Z,{"lat":10.854299733474319,"lon":106.77296027925652}
2024-07-15T14:20:29.716936817Z,{"lat":10.854316341485045,"lon":106.77294755150776}
2024-07-15T14:20:30.726552869Z,{"lat":10.854334221928033,"lon":106.77292973555609}
2024-07-15T14:20:31.745704194Z,{"lat":10.854353882409432,"lon":106.7729498887463}
2024-07-15T14:20:32.766980286Z,{"lat":10.854369702220255,"lon":106.77294565388594}
2024-07-15T14:20:33.775855515Z,{"lat":10.854429798569571,"lon":106.77280586630937}
2024-07-15T14:20:34.796069285Z,{"lat":10.854415047823991,"lon":106.77276977793353}
2024-07-15T14:20:35.827961085Z,{"lat":10.854397178316193,"lon":106.77272605931793}
2024-07-15T14:20:36.821797087Z,{"lat":10.854379460800176,"lon":106.77268271255518}
2024-07-15T14:20:37.839086246Z,{"lat":10.854358616775148,"lon":106.77263171664733}
2024-07-15T14:20:38.869284044Z,{"lat":10.854325500298833,"lon":106.77258438058153}
2024-07-15T14:20:39.87270673Z,{"lat":10.854308067852545,"lon":106.77251717134938}
2024-07-15T14:20:40.898854153Z,{"lat":10.854287822372623,"lon":106.77245188784651}
2024-07-15T14:20:41.910184207Z,{"lat":10.854265133638885,"lon":106.77238572414738}
2024-07-15T14:20:42.932122038Z,{"lat":10.85423835722878,"lon":106.77231456900145}
2024-07-15T14:20:44.515031186Z,{"lat":10.854210034653802,"lon":106.77223948845119}
2024-07-15T14:20:44.969031902Z,{"lat":10.854181903644715,"lon":106.77216290618388}
2024-07-15T14:20:45.978949589Z,{"lat":10.854153007816311,"lon":106.7720862356213}
2024-07-15T14:20:46.992970913Z,{"lat":10.854123122853315,"lon":106.77200787392219}
2024-07-15T14:20:48.033009399Z,{"lat":10.854093134207561,"lon":106.77192951412403}
2024-07-15T14:20:49.023131474Z,{"lat":10.854062267212155,"lon":106.77184728939571}
2024-07-15T14:20:50.044242954Z,{"lat":10.85403552388365,"lon":106.77177576920877}
2024-07-15T14:20:51.068842555Z,{"lat":10.85401341383871,"lon":106.77170178817205}
2024-07-15T14:20:52.084768085Z,{"lat":10.854000925034148,"lon":106.77162273778511}
2024-07-15T14:20:53.139228596Z,{"lat":10.854001758711751,"lon":106.77153977220166}
2024-07-15T14:20:54.104921116Z,{"lat":10.854008390652606,"lon":106.77145547202382}
2024-07-15T14:20:55.125566584Z,{"lat":10.854026070617895,"lon":106.77137060145854}
2024-07-15T14:20:56.144857244Z,{"lat":10.85404107043398,"lon":106.77128893836844}
2024-07-15T14:20:57.167419105Z,{"lat":10.854062016250433,"lon":106.7712054656675}
2024-07-15T14:20:58.17652939Z,{"lat":10.854076676739894,"lon":106.77112627105178}
2024-07-15T14:20:59.195175572Z,{"lat":10.854086045618056,"lon":106.77105601857824}
2024-07-15T14:21:00.399987999Z,{"lat":10.85409327206149,"lon":106.77098696954262}
2024-07-15T14:21:02.008100158Z,{"lat":10.85409415482269,"lon":106.77092329982152}
2024-07-15T14:21:02.235504003Z,{"lat":10.854091973391393,"lon":106.77086710242101}
2024-07-15T14:21:03.239319496Z,{"lat":10.854094506492052,"lon":106.77082227939287}
2024-07-15T14:21:04.249236834Z,{"lat":10.854105880435226,"lon":106.7707948084748}
2024-07-15T14:21:05.496687434Z,{"lat":10.854096029649083,"lon":106.77072338067755}
2024-07-15T14:21:06.526107447Z,{"lat":10.854089182943548,"lon":106.77068595680696}
2024-07-15T14:21:07.518925643Z,{"lat":10.854087956796825,"lon":106.77065367352289}
2024-07-15T14:21:08.54468192Z,{"lat":10.854105406017412,"lon":106.77062534433006}
2024-07-15T14:21:09.545059412Z,{"lat":10.854091197779738,"lon":106.77060509506941}
2024-07-15T14:21:10.545120438Z,{"lat":10.854092533679072,"lon":106.7705895114296}
2024-07-15T14:21:11.56951644Z,{"lat":10.854111091009978,"lon":106.77056761156517}
2024-07-15T14:21:12.556343545Z,{"lat":10.854109040536143,"lon":106.77054679422413}
2024-07-15T14:21:13.585172185Z,{"lat":10.854123164520153,"lon":106.77051906204355}
2024-07-15T14:21:14.604968599Z,{"lat":10.854127410399787,"lon":106.77048087933042}
2024-07-15T14:21:15.594967726Z,{"lat":10.854131497890936,"lon":106.7704466095492}
2024-07-15T14:21:16.628287311Z,{"lat":10.854135228761608,"lon":106.77042667239284}
2024-07-15T14:21:17.635020459Z,{"lat":10.85413594265373,"lon":106.7704225935297}
2024-07-15T14:21:18.655084219Z,{"lat":10.854132785420273,"lon":106.77041950177527}
2024-07-15T14:21:19.665002881Z,{"lat":10.854131668814786,"lon":106.77041664942315}
2024-07-15T14:21:20.685431691Z,{"lat":10.854132368817849,"lon":106.77041578837435}
2024-07-15T14:21:21.726222667Z,{"lat":10.854128745408447,"lon":106.7704129400123}
2024-07-15T14:21:22.725049535Z,{"lat":10.85412716354868,"lon":106.77041487327641}
2024-07-15T14:21:23.729358532Z,{"lat":10.854126149433773,"lon":106.7704144645523}
2024-07-15T14:21:24.755321638Z,{"lat":10.854125310376412,"lon":106.77041670195757}
2024-07-15T14:21:25.756297671Z,{"lat":10.854128010268292,"lon":106.7704182440082}
2024-07-15T14:21:26.7807458Z,{"lat":10.854129428545013,"lon":106.77041830532741}
2024-07-15T14:21:27.775979101Z,{"lat":10.854130443492494,"lon":106.77041662758958}
2024-07-15T14:21:28.83591326Z,{"lat":10.854133649244812,"lon":106.77041586425868}
